,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Body_Type,City_Mileage,ARAI_Certified_Mileage,Front_Brakes,Rear_Brakes,Power,Seating_Capacity,Seats_Material,Wheelbase,Wheels_Size,Airbags,Number_of_Airbags
86,Toyota,Platinum Etios,Gd,"Rs. 7,34,700",1364 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Sedan,20.32 km/litre,23.59 km/litre,Ventilated Disc,Drum,68PS@3800rpm,5,Fabric,2550 mm,175/70R15,"Driver frontal airbag, Front passenger frontal airbag",2
87,Toyota,Platinum Etios,Vxd Limited Edition,"Rs. 9,13,400",1364 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Sedan,20.32 km/litre,23.59 km/litre,Ventilated Disc,Drum,68PS@3800rpm,5,Fabric,2550 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
88,Toyota,Etios Cross,V,"Rs. 8,02,000",1496 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,15 km/litre,16.78 km/litre,Ventilated Disc,Drum,90PS@5600rpm,5,Fabric,2460 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
89,Toyota,Etios Cross,G,"Rs. 6,50,000",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,"16,78 km/litre",17.71 km/litre,Ventilated Disc,Drum,80PS@5600rpm,5,Fabric,2460 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
90,Toyota,Etios Cross,Vd,"Rs. 7,97,500",1364 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,18.1 km/litre,23.59 km/litre,Ventilated Disc,Drum,68PS@3800rpm,5,Fabric,2460 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
91,Toyota,Etios Cross,Gd,"Rs. 7,66,000",1364 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,18.1 km/litre,23.59 km/litre,Ventilated Disc,Drum,68PS@3800rpm,5,Fabric,2460 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
92,Toyota,Etios Cross,1.2 X Edition,"Rs. 6,68,500",1197 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Hatchback,16.78 km/litre,17.71 km/litre,Ventilated Disc,Drum,80PS@5600rpm,5,Fabric,2460 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
93,Toyota,Etios Cross,1.4 X Edition,"Rs. 8,16,000",1364 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Hatchback,18.1 km/litre,23.59 km/litre,Ventilated Disc,Drum,68PS@3800rpm,5,Fabric,2460 mm,185/60R15,"Driver frontal airbag, Front passenger frontal airbag",2
94,Mahindra,Verito Vibe,D6,"Rs. 7,50,428",1461 cc,4,In-line,BS IV,"Front, Transverse",50 litres,Diesel,Hatchback,18 km/litre,20.08 km/litre,Solid Disc,Drum,65PS@4000rpm,5,Fabric,2630 mm,185/70R14,Driver frontal airbag,1
95,Fiat,Urban Cross,1.4 T-Jet Emotion,"Rs. 9,77,516",1368 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Petrol,Crossover,17 km/litre,17.1 km/litre,Ventilated Disc,Drum,140ps@5500rpm,5,Leather,2510 mm,R16,"Driver frontal airbag, Front passenger frontal airbag",2
96,Fiat,Urban Cross,1.3 Multijet Emotion,"Rs. 8,10,211",1248 cc,4,In-line,BS IV,"Front, Transverse",45 litres,Diesel,Crossover,20 km/litre,20 km/litre,Ventilated Disc,Drum,93PS@4000RPM,5,Leather,2510 mm,R16,"Driver frontal airbag, Front passenger frontal airbag",2
97,Honda,Jazz,V Petrol,"Rs. 7,45,000",1199 cc,4,In-line,BS IV,"Front, Transverse",40 litres,Petrol,Hatchback,11.3 km/litre,18.2 km/litre,Ventilated Disc,Drum,90PS@6000rpm,5,Fabric,2530 mm,175/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
98,Honda,Jazz,Vx Cvt,"Rs. 9,09,000",1199 cc,4,In-line,BS IV,"Front, Transverse",40 litres,Petrol,Hatchback,11.3 km/litre,19 km/litre,Ventilated Disc,Drum,90PS@6000rpm,5,Fabric,2530 mm,175/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
99,Honda,Jazz,Vx Petrol,"Rs. 7,89,000",1199 cc,4,In-line,BS IV,"Front, Transverse",40 litres,Petrol,Hatchback,11.3 km/litre,18.2 km/litre,Ventilated Disc,Drum,90PS@6000rpm,5,Fabric,2530 mm,175/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
100,Honda,Jazz,V Cvt,"Rs. 8,65,000",1199 cc,4,In-line,BS IV,"Front, Transverse",40 litres,Petrol,Hatchback,11.3 km/litre,19 km/litre,Ventilated Disc,Drum,90PS@6000rpm,5,Fabric,2530 mm,175/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
101,Honda,Jazz,S Diesel,"Rs. 8,16,500",1498 cc,4,In-line,BS IV,"Front, Transverse",40 litres,Diesel,Hatchback,12 km/litre,27.3 km/litre,Ventilated Disc,Drum,100PS@3600rpm,5,Fabric,2530 mm,R15,"Driver frontal airbag, Front passenger frontal airbag",2
102,Honda,Jazz,V Diesel,"Rs. 8,96,500",1498 cc,4,In-line,BS IV,"Front, Transverse",40 litres,Diesel,Hatchback,12 km/litre,27.3 km/litre,Ventilated Disc,Drum,100PS@3600rpm,5,Fabric,2530 mm,175/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
103,Honda,Jazz,Vx Diesel,"Rs. 9,40,500",1498 cc,4,In-line,BS IV,"Front, Transverse",40 litres,Diesel,Hatchback,12 km/litre,27.3 km/litre,Ventilated Disc,Drum,100PS@3600rpm,5,Fabric,2530 mm,175/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
104,Isuzu,Mu-X,4X2,"Rs. 27,34,834",2999 cc,4,In-line,BS IV,"Front, Longitudinal",76 litres,Diesel,SUV,13.8 km/litre,13.8 km/litre,Ventilated Disc,Drum,177PS@3600rpm,7,Leather,2845 mm,245/70R17,"Driver curtain airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",2
105,Isuzu,Mu-X,4X4,"Rs. 29,31,534",2999 cc,4,In-line,BS IV,"Front, Longitudinal",76 litres,Diesel,SUV,13.8 km/litre,13.8 km/litre,Ventilated Disc,Drum,177PS@3600rpm,7,Leather,2845 mm,245/70R17,"Drive side airbag, Driver curtain airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",2
106,Skoda,Superb Sportline,Sportline 1.8L Tsi At,"Rs. 28,99,599",1798 cc,4,In-line,BS IV,"Front, Transverse",66 litres,Petrol,Sedan,11.3 km/litre,13.7 km/litre,Ventilated Disc,Ventilated Disc,180PS@6200RPM,5,Leather,2841 mm,215/55 R17,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",8
107,Skoda,Superb Sportline,Sportline 2.0L Tdi At,"Rs. 31,49,599",1968 cc,4,In-line,BS IV,"Front, Transverse",66 litres,Diesel,Sedan,15.1 km/litre,18.19 km/litre,Ventilated Disc,Ventilated Disc,177PS@4000RPM,5,Leather,2841 mm,215/55 R17,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",8
108,Audi,A3,35 Tdi Premium Plus,"Rs. 30,21,200",1968 cc,4,In-line,BS IV,"Front, Transverse",50 litres,Diesel,Sedan,18 km/litre,20.38 km/litre,Ventilated Disc,Ventilated Disc,143PS@4000rpm,5,Leather,2637 mm,205/55R17,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",9
109,Audi,A3,35 Tdi Technology,"Rs. 32,21,200",1968 cc,4,In-line,BS IV,"Front, Transverse",50 litres,Diesel,Sedan,18 km/litre,20.38 km/litre,Solid Disc,Solid Disc,143PS@4000rpm,5,Leather,2637 mm,205/55R17,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags",9
110,Audi,A3,35 Tfsi Premium Plus,"Rs. 29,20,750",1395 cc,4,In-line,BS IV,"Front, Transverse",50 litres,Petrol,Sedan,12.4 km/litre,19.2 km/litre,Ventilated Disc,Ventilated Disc,150PS@6000RPM,5,Leather,2637 mm,205/55R17,"Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Driver knee airbag, Rear passenger head airbags",9
111,Audi,A3,35 Tfsi Technology,"Rs. 31,20,750",1395 cc,4,In-line,BS IV,"Front, Transverse",50 litres,Petrol,Sedan,12.4 km/litre,19.2 km/litre,Ventilated Disc,Ventilated Disc,150PS@6000RPM,5,Leather,2637 mm,205/55R17,"Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Driver knee airbag, Rear passenger head airbags",9
112,Skoda,Kodiaq,Style 2.0 Tdi 4X4 At,"Rs. 32,99,599",1968 cc,4,In-line,BS IV,"Front, Transverse",66 litres,Diesel,SUV,15.1 km/litre,18.19 km/litre,Ventilated Disc,Ventilated Disc,177PS@4000RPM,5,Leather,2841 mm,215/55 R17,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",8
113,Skoda,Kodiaq,Laurin And Klement,"Rs. 36,78,599",1968 cc,4,In-line,BS IV,"Front, Transverse",66 litres,Diesel,SUV,15.1 km/litre,18.19 km/litre,Ventilated Disc,Ventilated Disc,148bhp@4000RPM,5,Leather,2841 mm,215/55 R17,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",9
114,Skoda,Kodiaq,Corporate Edition,"Rs. 32,99,599",1968 cc,4,In-line,BS IV,"Front, Transverse",66 litres,Diesel,SUV,15.1 km/litre,18.19 km/litre,Ventilated Disc,Ventilated Disc,177PS@4000RPM,5,Leather,2841 mm,215/55 R17,"Driver head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",9
115,Audi,Q3,30 Tdi Premium Fwd,"Rs. 36,77,200",1968 cc,4,In-line,BS IV,"Front, Transverse",64 litres,Diesel,SUV,12 km/litre,15.73 km/litre,Ventilated Disc,Ventilated Disc,148hp@3500-4000rpm,5,Leather,2603 mm,215/65R16,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6
116,Audi,Q3,35 Tdi Quattro Premium Plus,"Rs. 39,92,200",1968 cc,4,In-line,BS IV,"Front, Transverse",64 litres,Diesel,SUV,12 km/litre,15.73 km/litre,Ventilated Disc,Ventilated Disc,177PS@4200rpm,5,Leather,2603 mm,235/55R17,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6
117,Audi,Q3,35 Tdi Quattro Technology,"Rs. 43,61,000",1968 cc,4,In-line,BS IV,"Front, Transverse",64 litres,Diesel,SUV,12 km/litre,15.73 km/litre,Ventilated Disc,Ventilated Disc,177PS@4200rpm,5,Leather,2603 mm,235/55R17,"Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6
118,Audi,Q3,30 Tfsi Premium,"Rs. 34,96,750",1395 cc,4,In-line,BS IV,"Front, Transverse",64 litres,Petrol,SUV,12 km/litre,16.9 km/litre,Ventilated Disc,Ventilated Disc,150PS@4200rpm,5,Leather,2603 mm,235/55 R17,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Drive side airbag",6
119,Jaguar,Xf,2.0 Prestige,"Rs. 54,36,329",1999 cc,4,V,BS IV,"Front, Longitudinal",74 litres,Petrol,Sedan,5.7 km/litre,13.12 km/litre,Ventilated Disc,Ventilated Disc,247PS@5500rpm,5,Leather,2960 mm,235/55R17,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",6
120,Jaguar,Xf,2.0 Portfolio,"Rs. 60,73,446",1999 cc,4,V,BS IV,"Front, Longitudinal",82 litres,Petrol,Sedan,5.7 km/litre,13.12 km/litre,Ventilated Disc,Ventilated Disc,247PS@5500rpm,5,Leather,3157 mm,235/55R18,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",6
121,Jaguar,Xf,2.0 Portfolio Diesel,"Rs. 61,38,811",1999 cc,4,V,BS IV,"Front, Longitudinal",83 litres,Diesel,Sedan,5.7 km/litre,19.33 km/litre,Ventilated Disc,Ventilated Disc,180ps@5500rpm,5,Leather,3157 mm,235/55R18,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6
122,Jaguar,Xf,2.0 Prestige Diesel,"Rs. 55,06,622",1999 cc,4,V,BS IV,"Front, Longitudinal",66 litres,Diesel,Sedan,5.7 km/litre,19.33 km/litre,Ventilated Disc,Ventilated Disc,180ps@5500rpm,5,Leather,2960 mm,235/55R17,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",6
123,Jaguar,Xf,2.0 Pure Diesel,"Rs. 49,77,080",1999 cc,4,V,BS IV,"Front, Longitudinal",66 litres,Diesel,Sedan,5.7 km/litre,19.33 km/litre,Ventilated Disc,Ventilated Disc,180ps@5500rpm,5,Leather,2960 mm,235/55R17,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",6
124,Audi,A3 Cabriolet,40 Tfsi,"Rs. 50,38,000",1395 cc,4,In-line,BS IV,"Front, Longitudinal",50 litres,Petrol,Convertible,19.2 km/litre,19.2 km/litre,Ventilated Disc,Ventilated Disc,148 bhp @ 5100 rpm,4,Leather,2595 mm,R16,"Driver frontal airbag, Driver head airbag, Front passenger frontal airbag, Front passenger head airbag, Front passenger side airbag, Drive side airbag, Driver knee airbag",7
125,Bmw,X3,Xdrive 20D Luxury Line,"Rs. 59,30,000",1995 cc,4,In-line,BS IV,"Front, Longitudinal",67 litres,Diesel,SUV,16 km/litre,18.56 km/litre,Ventilated Disc,Ventilated Disc,190PS@4000rpm,5,Leather,2810 mm,225/60R19,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6
126,Bmw,X3,Xdrive 30I Luxury Line,"Rs. 58,80,000",1998 cc,4,In-line,BS IV,"Front, Longitudinal",67 litres,Petrol,SUV,16 km/litre,18.56 km/litre,Ventilated Disc,Ventilated Disc,248 bhp @ 5200 rpm,5,Leather,2810 mm,225/60R19,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6
127,Bmw,X3,Xdrive20D Xline,"Rs. 56,00,000",1995 cc,4,In-line,BS IV,"Front, Longitudinal",67 litres,Diesel,SUV,16 km/litre,18.56 km/litre,Ventilated Disc,Ventilated Disc,190PS@4000rpm,5,Leather,2810 mm,225/60R19,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6
128,Jeep,Grand Cherokee,Limited,"Rs. 78,82,867",2987 cc,6,V,BS IV,"Front, Longitudinal",93.5 litres,Diesel,SUV,12.8 km/litre,12.8 km/litre,Ventilated Disc,Ventilated Disc,240PS@3600rpm,5,Leather,2915 mm,265 / 60 R18,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",6
129,Jeep,Grand Cherokee,Summit,"Rs. 89,31,819",2987 cc,6,V,BS IV,"Front, Longitudinal",93.5 litres,Diesel,SUV,12.8 km/litre,12.8 km/litre,Ventilated Disc,Ventilated Disc,240PS@3600rpm,5,Leather,2915 mm,265/50 R20,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",6
130,Jeep,Grand Cherokee,Srt,"Rs. 1,14,00,000",6417 cc,8,V,BS IV,"Front, Longitudinal",93.5 litres,Petrol,SUV,12.8 km/litre,12.8 km/litre,Ventilated Disc,Ventilated Disc,468 bhp @ 6250 rpm,5,Leather,2915 mm,295/45R20,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",7
131,Bmw,M2 Competition,Coupe,"Rs. 81,80,000",2979 cc,6,In-line,BS 6,"Front, Longitudinal",52 litres,Petrol,Coupe,12.5-12.7 km/litre,9.8-10.0 km/litre,Ventilated Disc,Ventilated Disc,410hp@5230-7000RPM,4,Leather,2693 mm,R19,"Front passenger knee airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag",10
132,Porsche,718,Cayman,"Rs. 85,95,000",1988 cc,4,Flat,BS IV,"Front, Longitudinal",54 litres,Petrol,Coupe,9 km/litre,7.4 km/litre,Ventilated Disc,Ventilated Disc,300PS@6500rpm,2,Leather,2475 mm,235/40 R18,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag",4
133,Toyota,Land Cruiser Prado,Vx L,"Rs. 96,30,000",2982 cc,4,In-line,BS IV,"Front, Longitudinal",87 litres,Diesel,SUV,7 km/litre,11.13 km/litre,Ventilated Disc,Ventilated Disc,173PS@3400rpm,7,Leather,2790 mm,265/60R18,"Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",7
134,Lexus,Rx 450H,450Hl Luxury,"Rs. 99,00,000",3456 cc,6,V,BS IV,"Front, Transverse",65 litres,Petrol,SUV,18.8 km/litre,18 km/litre,Ventilated Disc,Ventilated Disc,262PS@6000rpm,5,Leather,2790 mm,235/60VR18,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",10
135,Bmw,7-Series,730Ld Design Pure Excellence,"Rs. 1,22,90,000",2993 cc,6,V,BS 6,"Front, Longitudinal",78 litres,Diesel,Sedan,13.5 km/litre,17.66 km/litre,Ventilated Disc,Ventilated Disc,265PS@4000RPM,4,Leather,3210 mm,(245/50 R18,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8
136,Bmw,7-Series,730Ld Design Pure Excellence Signature,"Rs. 1,32,00,000",2993 cc,6,V,BS 6,"Front, Longitudinal",78 litres,Diesel,Sedan,13.5 km/litre,17.66 km/litre,Ventilated Disc,Ventilated Disc,265PS@4000RPM,4,Leather,3210 mm,275/40 R19,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8
137,Bmw,7-Series,730Ld M Sport,"Rs. 1,35,10,000",2993 cc,6,V,BS 6,"Front, Longitudinal",78 litres,Diesel,Sedan,13.5 km/litre,17.66 km/litre,Ventilated Disc,Ventilated Disc,265PS@4000RPM,4,Leather,3210 mm,275/40 R19,"Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",8
138,Maserati,Levante,Diesel,"Rs. 1,45,12,054",2987 cc,6,V,BS IV,"Front, Longitudinal",80 litres,Diesel,SUV,5.2 km/litre,7.9 km/litre,Ventilated Disc,Ventilated Disc,275PS@4000rpm,4,Leather,3004 mm,255/60 ZR18,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6
139,Maserati,Levante,Gransport,"Rs. 1,48,63,774",2979 cc,6,V,BS IV,"Front, Longitudinal",80 litres,Diesel,SUV,5.2 km/litre,7.9 km/litre,Ventilated Disc,Ventilated Disc,350PS@5750rpm,4,Leather,3004 mm,255/60 ZR18,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6
140,Maserati,Levante,Granlusson,"Rs. 1,53,83,399",2979 cc,6,V,BS IV,"Front, Longitudinal",80 litres,Diesel,SUV,5.2 km/litre,7.9 km/litre,Ventilated Disc,Ventilated Disc,430PS@5750rpm,4,Leather,3004 mm,255/60 ZR18,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6
141,Maserati,Granturismo,Sport,"Rs. 1,72,29,579",4691 cc,8,V,BS IV,"Front, Longitudinal",86 litres,Petrol,Coupe,4.6 km/litre,10 km/litre,Ventilated Disc,Ventilated Disc,460PS@7000RPM,4,Leather,2942 mm,ZR20,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6
142,Maserati,Quattroporte,Granlusso,"Rs. 1,79,00,000",2987 cc,6,V,BS 6,"Front, Longitudinal",70 litres,Diesel,Sports,5.2 km/litre,7.9 km/litre,Ventilated Disc,Ventilated Disc,275PS@7000rpm,4,Leather,3171 mm,R19,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",6
143,Porsche,Panamera,Turbo,"Rs. 2,12,63,000",3996 cc,8,V,BS IV,"Front, Longitudinal",90 litres,Petrol,Sedan,7.1 km/litre,10.63 km/litre,Ventilated Disc,Ventilated Disc,550PS@6000RPM,4,Leather,2950 mm,ZR19,"Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",6
144,Porsche,Panamera,Turbo Executive,"Rs. 2,26,13,000",3996 cc,8,V,BS IV,"Front, Longitudinal",90 litres,Petrol,Sedan,7.1 km/litre,10.63 km/litre,Ventilated Disc,Ventilated Disc,550PS@6000RPM,4,Leather,3100 mm,ZR19,"Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",6
145,Porsche,Panamera,Turbo Sport Turismo,"Rs. 2,17,47,000",3996 cc,8,V,BS IV,"Front, Longitudinal",90 litres,Petrol,Sedan,7.1 km/litre,10.63 km/litre,Ventilated Disc,Ventilated Disc,550PS@6000RPM,4,Leather,2950 mm,ZR19,"Front passenger knee airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag",6
146,Bentley,Continental Gt,Coupe,"Rs. 3,37,91,059",5998 cc,12,W,BS IV,"Front, Longitudinal",90 litres,Petrol,Coupe,5.3 km/litre,8.6 km/litre,Ventilated Disc,Ventilated Disc,590PS@6000rpm,4,Leather,2746 mm,275/40R20,"Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6
147,Ferrari,Portofino,V8 Convertible,"Rs. 3,50,00,000",3855 cc,8,V,BS IV,"Front, Longitudinal",92 litres,Petrol,Convertible,6 km/litre,9 km/litre,Ventilated Disc,Ventilated Disc,560PS@7500rpm,2,Leather,2669 mm,ZR19,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",4
148,Bentley,Bentayga,W12,"Rs. 4,59,41,557",5950 cc,12,W,BS IV,"Front, Longitudinal",85 litres,Petrol,SUV,"9,6 km/litre",19 km/litre,Ventilated Disc,Ventilated Disc,608PS@6000RPM,5,Leather,2992 mm,R21,"Rear passenger side airbags, Driver head airbag, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",6
149,Ferrari,458 Speciale,Coupe,"Rs. 4,25,31,500",4497 cc,8,V,BS IV,"Front, Longitudinal",86 litres,Petrol,Coupe,6 km/litre,9 km/litre,Ventilated Disc,Ventilated Disc,605PS@9000rpm,2,Leather,2650 mm,R20,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",5
150,Bentley,Mulsanne,Sedan,"Rs. 5,25,71,294",6752 cc,8,V,BS IV,"Front, Longitudinal",90 litres,Petrol,Sedan,6.2 km/litre,9.5 km/litre,Ventilated Disc,Ventilated Disc,512PS@4200rpm,4,Leather,3266 mm,265/45R20,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",6
151,Maruti Suzuki,Celerio,Zxi,"Rs. 4,90,924",998 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,Driver frontal airbag,1
152,Maruti Suzuki,Celerio,Zxi (Opt),"Rs. 5,31,279",998 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
153,Maruti Suzuki,Celerio,Zxi Ags,"Rs. 5,33,924",998 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,Driver frontal airbag,1
154,Maruti Suzuki,Celerio,Lxi Mt (O),"Rs. 4,34,659",998 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,155/80R13,"Driver frontal airbag, Front passenger frontal airbag",2
155,Maruti Suzuki,Celerio,Vxi (O) Mt,"Rs. 4,72,257",998 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
156,Maruti Suzuki,Celerio,Vxi (O) Ags,"Rs. 5,15,257",998 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
157,Maruti Suzuki,Celerio,Zxi (O) Ags,"Rs. 5,43,279",998 cc,3,In-line,BS 6,"Front, Transverse",35 litres,Petrol,Hatchback,23 km/litre,23.1 km/litre,Ventilated Disc,Drum,68PS@6000rpm,5,Fabric,2425 mm,165/70R14,"Driver frontal airbag, Front passenger frontal airbag",2
158,Hyundai,Grand I10 Prime,Era T Vtvt,"Rs. 4,60,369",1197 cc,4,In-line,BS IV,"Front, Transverse",43 litres,Petrol,Hatchback,18.9 km/litre,19.77 km/litre,Solid Disc,Drum,83PS@6000rpm,5,Fabric,2425 mm,165/65R14,Driver frontal airbag,1
159,Hyundai,Grand I10 Prime,Era T+ Vtvt,"Rs. 4,77,511",1197 cc,4,In-line,BS IV,"Front, Transverse",43 litres,Petrol,Hatchback,18.9 km/litre,19.77 km/litre,Solid Disc,Drum,83PS@6000rpm,5,Fabric,2425 mm,165/65R14,Driver frontal airbag,1
160,Mahindra,Kuv100 Nxt,K2+ 6Str,"Rs. 5,32,184",1198 cc,3,In-line,BS IV,"Front, Transverse",35 litres,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,Ventilated Disc,Drum,82PS@5500RPM,6,Fabric,2385 mm,185/65R14,"Front passenger frontal airbag, Driver frontal airbag",2
